FirstName,LastName,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
Jadiel,Dickson,20-Jun-22,,Production Technician II,Chris Burke,EW,Active,Contract,Zone C,Temporary,Unk,,Production       ,General - Con,27-08-1958,MA,Laborer,Female,57215,Asian,Widowed,Exceeds,3,3370,30-07-2023,3,5,3,6-Jun-23,Customer Service,External,Completed,Mosleyland,Scott Gordon,2,264.88
Aliya,Moss,20-Dec-22,22-Mar-23,Production Technician II,Keith Rasmussen,MSC,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Feel pattern require stand.,Production       ,Wireless,22-11-1970,MA,Manager,Female,5985,Hispanic,Married,Exceeds,3,3371,8/8/2022,4,2,5,1-Dec-22,Communication Skills,Internal,Passed,Spencerstad,Matthew Rios,2,210.15
Kylie,Roman,14-Jan-23,14-Mar-23,Production Technician I,Tammy Small,TNS,Voluntarily Terminated,Contract,Zone C,Part-Time,Involuntary,Try statement audience too material film.,Production       ,Project Management - Con,27-05-1992,MA,Manager,Female,94040,Asian,Divorced,Fully Meets,4,3372,13-07-2023,1,3,1,5-May-23,Technical Skills,External,Passed,West Ellentown,Christopher Johnson,4,627.18
Karter,Thornton,22-Sep-18,,Production Technician I,Phillip Little,PYZ,Active,Contract,Zone A,Temporary,Unk,,Production       ,Aerial,6/2/1989,MA,Foreman,Male,35546,Other,Married,Exceeds,2,3373,3/8/2023,2,4,4,29-Dec-22,Customer Service,External,Incomplete,North Dominique,Jonathan Flores,1,575.42
Ronald,Bullock,24-Sep-22,10-Mar-23,Production Technician I,Thomas Rios,WBL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Data imagine bill possible want.,Production       ,Field Operations,4/12/1999,MA,Laborer,Male,33903,Hispanic,Divorced,Exceeds,4,3374,17-03-2023,1,3,3,27-Nov-22,Communication Skills,Internal,Completed,Gabrielleport,Laura Cowan,4,123.64
Sharon,Beltran,8-Jun-20,13-Jul-21,Production Technician I,Kathy Kelley,NEL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Voluntary,Theory majority born with.,Production       ,Engineers,20-09-1999,MA,Program Manager,Female,58194,Black,Divorced,Exceeds,3,3375,24-01-2023,2,4,3,30-Jun-23,Technical Skills,Internal,Failed,North Michaelborough,Anna Franklin,1,655.61
Maren,Anderson,6-Jul-23,,Production Technician I,Christopher Sexton,PL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,11/11/1986,MA,Technician,Female,7445,Asian,Single,Exceeds,5,3376,19-08-2022,4,1,2,20-Feb-23,Project Management,External,Incomplete,South Travishaven,Linda Lee,4,410.54
Cruz,Ashley,24-Feb-20,13-May-23,Production Technician I,Evan Schultz,BPC,Active,Part-Time,Zone A,Temporary,Resignation,Tough very bad spend feeling college require.,Production       ,Splicing,6/9/1989,MA,Foreman,Female,52336,Asian,Widowed,Exceeds,4,3377,19-12-2022,3,5,3,24-Oct-22,Communication Skills,Internal,Completed,New Ryan,Luis Greer,2,485.17
Enzo,Carney,26-May-21,,Production Technician I,Joshua Burton,CCDR,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Con,4/9/1993,MA,Technician,Female,53521,White,Single,Exceeds,3,3378,12/4/2023,5,1,4,8-Jul-23,Technical Skills,External,Passed,Port Ashleymouth,Thomas Jensen,1,731.18
Marquis,Joseph,9-Apr-23,14-Jun-23,Production Technician I,Walter Henry,SVG,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,American community truth.,Production       ,Technology / It,23-06-1973,MA,Helpdesk,Female,48347,Hispanic,Married,Exceeds,4,3379,31-12-2022,2,1,4,12-Jan-23,Technical Skills,Internal,Failed,Joannaview,Craig Sullivan,3,849.25
Victor,Ibarra,27-Jun-23,,Production Technician I,Jonathan Richards,EW,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,19-12-1984,MA,Technician,Male,9268,Black,Widowed,Exceeds,1,3380,5/9/2022,4,3,2,26-Oct-22,Technical Skills,Internal,Incomplete,South Peterberg,Daniel Mendez,1,399.81
Annabelle,Marquez,20-Dec-22,,Production Technician I,Kevin Escobar,MSC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Field Operations,29-11-1954,MA,Foreman,Male,20032,White,Single,Exceeds,3,3381,3/10/2022,1,5,2,30-Aug-22,Customer Service,Internal,Incomplete,Lorifurt,Benjamin Cooley,4,604.06
Romeo,Gordon,10-Nov-18,,Production Technician I,Thomas Elliott,TNS,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,20-05-1970,MA,Administrator,Male,59153,Other,Divorced,Exceeds,5,3382,10/11/2022,3,5,5,14-Apr-23,Project Management,Internal,Failed,Jenniferbury,Thomas Smith,2,815.35
Aimee,Hughes,13-Aug-20,2-Oct-20,Production Technician I,Jose Brown,PYZ,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Resignation,Foot apply stay treatment local good issue.,Production       ,General - Con,1/4/1985,MA,Splicer,Female,20389,Hispanic,Divorced,Exceeds,2,3383,12/11/2022,3,2,3,16-Nov-22,Leadership Development,Internal,Failed,Amybury,Kevin Reyes,4,750.79
Dennis,Hays,7-Mar-19,,Production Technician I,Rachel Rice,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,18-07-1991,MA,Operator,Female,26286,Hispanic,Married,Fully Meets,3,3384,27-06-2023,2,1,2,19-Nov-22,Leadership Development,Internal,Passed,Kochtown,Randall Little,1,981.44
Kelly,Fritz,13-Mar-22,,Production Technician I,Cory Lopez,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,10/7/1978,MA,Technician,Female,85739,Other,Divorced,Fully Meets,3,3385,21-12-2022,2,1,4,10-Feb-23,Technical Skills,External,Failed,Port Michael,Julie Allen,5,553.4
Darnell,Shelton,25-Nov-19,28-Jan-21,Production Technician II,Alec Phillips,WBL,Active,Contract,Zone C,Temporary,Voluntary,He four soldier employee central term.,Production       ,General - Con,18-02-1995,MA,Laborer,Female,45331,Hispanic,Widowed,Fully Meets,2,3386,1/1/2023,2,1,5,26-Aug-22,Leadership Development,External,Incomplete,Savageborough,Laura Sharp,1,348.3
Sabrina,Holt,6-Mar-19,,Production Technician II,David Hernandez,NEL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Sga,19-07-1965,MA,Supervisor,Male,46093,Other,Widowed,Fully Meets,3,3387,19-04-2023,1,3,4,16-Oct-22,Technical Skills,Internal,Completed,South Maureenview,Mrs. Crystal White DVM,3,912.09
Zoie,Logan,19-Apr-19,,Production Technician II,Heidi Terry,PL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Fielders,17-09-1990,MA,Technician,Male,48911,Black,Divorced,Fully Meets,1,3388,9/10/2022,3,1,3,3-Nov-22,Leadership Development,External,Failed,Kennethborough,Kelly Castaneda,2,278.04
Finley,Medina,12-Aug-20,,Production Technician II,Travis Griffith,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,25-06-1943,MA,Laborer,Male,18226,Asian,Married,Fully Meets,1,3389,11/2/2023,2,3,1,18-Oct-22,Project Management,External,Completed,Ramostown,Jordan Williams,5,812.22
Lizeth,Middleton,21-Oct-22,5-Jan-23,Production Technician II,Joanna Nguyen,CCDR,Leave of Absence,Part-Time,Zone B,Temporary,Voluntary,North next animal laugh threat no.,Production       ,Billable Consultants,10/1/1969,MA,Engineer,Female,90024,Hispanic,Married,Fully Meets,1,3390,2/8/2023,2,4,2,6-Nov-22,Leadership Development,Internal,Failed,Davismouth,Dwayne Allen,3,765.2
Odin,Camacho,13-Jan-20,,Production Technician II,Amanda Young,SVG,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Sga,4/11/1991,MA,Project Manager,Female,2225,Black,Divorced,Fully Meets,3,3391,5/7/2023,4,3,1,1-Apr-23,Communication Skills,Internal,Incomplete,Johnborough,Kevin Robinson,2,374.13
Dakota,Lowery,18-Nov-19,22-Sep-21,Production Technician II,Sean Walsh,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Voluntary,Keep particular pass understand set.,Production       ,General - Con,29-02-1988,MA,Technician,Female,14864,Other,Single,Fully Meets,2,3392,2/10/2022,3,4,2,23-Jan-23,Technical Skills,External,Completed,New Julieshire,Randy Dixon,3,319.39
Skyla,Santiago,25-Aug-18,,Production Technician I,Jerry Gilbert,BPC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Con,4/6/1942,MA,Flagger,Female,33532,Hispanic,Married,Needs Improvement,3,3393,21-05-2023,3,4,4,30-Jul-23,Leadership Development,External,Passed,Robinsonshire,Katie Davis,5,538.8
Harley,Beard,24-May-21,,Production Technician I,Meghan Green,WBL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,3/6/1949,MA,Technician,Male,37566,Black,Divorced,Fully Meets,2,3394,6/4/2023,1,5,5,12-Sep-22,Leadership Development,External,Incomplete,Port Connie,Timothy Osborne,3,845.75
Summer,Barber,9-Jun-21,13-Jan-22,Production Technician I,Penny Campbell DDS,TNS,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Resignation,Without production religious.,Production       ,Field Operations,9/2/1975,MA,Driver,Female,88306,Other,Widowed,Needs Improvement,3,3395,30-05-2023,4,4,3,24-Aug-22,Communication Skills,Internal,Failed,Port John,Thomas Lee,3,745.69
Stephen,Mcmillan,5-Apr-21,29-Nov-21,Production Technician I,Stephanie Petty,SVG,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Voluntary,That truth loss energy respond whole case stop.,Production       ,General - Con,30-11-1949,MA,Foreman,Female,49024,Asian,Married,Fully Meets,4,3396,13-09-2022,4,3,3,15-Apr-23,Leadership Development,External,Passed,Lake Susan,Jessica Greer,4,743.92
Rylan,Garrison,5-Nov-22,,Production Technician I,Alyssa Moore,PYZ,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,27-09-1949,MA,Driller,Female,41302,Asian,Single,Fully Meets,3,3397,22-03-2023,3,3,2,5-Oct-22,Project Management,Internal,Incomplete,West Juan,Patrick Soto,2,826.58
Kyler,Cherry,9-Nov-19,3-Sep-22,Production Technician I,Danielle Hanson,PL,Active,Part-Time,Zone A,Full-Time,Retirement,Foot station left people foot.,Production       ,General - Con,11/12/1956,MA,Technician,Female,63776,Other,Single,Fully Meets,3,3398,15-08-2022,5,2,1,24-Aug-22,Project Management,External,Passed,New Jennifer,Sherri Robertson,2,155.61
Corinne,Reeves,5-Jun-22,1-Jun-23,Production Technician I,Paige Savage,NEL,Active,Full-Time,Zone B,Full-Time,Involuntary,Central weight analysis great.,Production       ,Aerial,25-02-1984,MA,Lineman,Female,16715,White,Widowed,Fully Meets,2,3399,23-05-2023,4,4,5,1-Dec-22,Leadership Development,External,Failed,Jennafort,Allison Brown,3,898.26
Lorenzo,Short,21-Sep-21,,Production Technician I,Samantha Thomas,MSC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Shop (Fleet),4/6/1970,MA,Mechanic,Female,90974,Black,Divorced,Fully Meets,1,3400,30-12-2022,2,5,3,21-Jul-23,Leadership Development,External,Passed,North Connortown,Veronica Knapp,1,639.06
Taniya,Kane,10-Nov-21,4-Jun-23,Production Technician I,Scott Powell,EW,Leave of Absence,Contract,Zone A,Full-Time,Involuntary,Think large why many.,Production       ,Field Operations,11/4/1973,MA,Laborer,Male,3403,Hispanic,Married,Fully Meets,1,3401,6/11/2022,4,4,1,25-Apr-23,Project Management,Internal,Passed,New Michellestad,James Owens,5,605.29
Nevaeh,Mcmillan,3-Mar-21,12-Apr-22,Production Technician I,Laura Wong,CCDR,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Impact voice participant school baby.,Production       ,Field Operations,30-11-1971,MA,Engineer,Male,22662,Black,Single,Fully Meets,3,3402,23-04-2023,1,4,4,5-Jul-23,Customer Service,External,Incomplete,Kellychester,Judy Barajas,2,783.25
Dillon,Larson,19-Feb-21,15-Nov-22,Production Technician I,Erin Allen,BPC,Voluntarily Terminated,Contract,Zone A,Full-Time,Retirement,According crime none method effort.,Production       ,Field Operations,3/9/1975,MA,Laborer,Female,66066,Asian,Married,Exceeds,3,3403,6/3/2023,4,4,3,8-Jun-23,Communication Skills,External,Completed,Turnermouth,Justin Johnson,5,406.68
Willie,Howe,25-Apr-19,11-Nov-22,Production Technician I,Ivan Bryant,PYZ,Leave of Absence,Part-Time,Zone C,Full-Time,Involuntary,Few success street.,Production       ,Field Operations,20-01-1985,MA,Driller,Female,58775,Other,Divorced,Fully Meets,2,3404,22-03-2023,4,1,1,10-Apr-23,Customer Service,Internal,Incomplete,North Kelly,Autumn Mcneil,4,518.46
Selina,Jefferson,13-Jan-20,21-Oct-22,Production Technician I,Karen Lin,WBL,Leave of Absence,Contract,Zone B,Full-Time,Voluntary,Often about size today.,Production       ,Field Operations,2/3/1979,MA,Engineer,Female,12351,White,Single,Fully Meets,1,3405,16-08-2022,2,1,1,5-Apr-23,Customer Service,External,Completed,Kellermouth,William Davenport,1,397.18
Serenity,Montgomery,25-Mar-20,26-Apr-23,Production Technician I,Tina Munoz,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Politics in foreign up start.,Production       ,Finance & Accounting,17-05-1955,MA,Administration,Female,24805,Other,Single,Fully Meets,5,3406,16-07-2023,5,5,4,27-Apr-23,Customer Service,Internal,Incomplete,New Roberthaven,Stephanie Scott,1,538.94
Kamila,Sanders,15-Apr-21,11-May-23,Production Technician II,Aaron Stewart,WBL,Active,Part-Time,Zone C,Temporary,Voluntary,Maintain behavior project parent particular game.,Production       ,Field Operations,26-02-1953,MA,Construction Manager,Female,18000,Asian,Single,Fully Meets,5,3407,9/5/2023,1,3,5,6-Feb-23,Leadership Development,External,Incomplete,West Mark,George Boone,1,501.87
Rose,Mcguire,15-Dec-22,25-Apr-23,Production Technician II,Nicole Holland,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Ball while speak. Issue free represent city.,Production       ,Field Operations,7/1/1965,MA,Supervisor,Male,67579,Asian,Divorced,Fully Meets,3,3408,2/6/2023,2,2,4,13-Aug-22,Leadership Development,External,Failed,South Anthonyfort,Jillian Rodriguez,5,877.62
Brenton,Zavala,8-Oct-22,4-Feb-23,Production Technician II,Jonathan Brown,PL,Active,Contract,Zone B,Full-Time,Resignation,Century risk machine pay car region.,Production       ,Yard (Material Handling),15-03-1943,MA,Laborer,Male,82704,Asian,Divorced,Fully Meets,4,3409,3/10/2022,5,5,4,27-Jul-23,Technical Skills,Internal,Failed,Johnsonfort,April Howell,2,575.11
Laci,Klein,18-Dec-18,,Production Technician II,Kyle Hicks,BPC,Active,Contract,Zone C,Temporary,Unk,,Production       ,People Services,7/7/1980,MA,Manager,Male,41572,Hispanic,Widowed,Fully Meets,3,3410,4/9/2022,4,3,4,5-Mar-23,Leadership Development,External,Failed,Williamsmouth,Willie Smith,2,729.76
Brenda,Boone,6-Oct-22,,Production Technician II,Howard Ryan,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Eng,20-03-1949,MA,Administrative,Female,24028,Asian,Single,Fully Meets,2,3411,30-10-2022,2,3,2,31-May-23,Customer Service,Internal,Incomplete,Jasonchester,James Johnson,5,961.53
Andrea,Walters,28-Dec-19,,Production Technician II,David Abbott,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Shop (Fleet),20-03-1991,MA,Mechanic,Female,68155,White,Divorced,Exceeds,3,3412,24-09-2022,5,4,4,7-Oct-22,Leadership Development,External,Incomplete,Millerbury,Michael Bailey,2,966.67
Jovanny,Matthews,25-Nov-19,,Production Technician II,Jackson Ward,EW,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,15-12-1962,MA,Laborer,Female,74549,White,Single,Fully Meets,5,3413,22-12-2022,1,2,5,20-Mar-23,Customer Service,External,Passed,South Angela,Adam Sanford,5,394.1
Hunter,Silva,3-Jun-22,,Production Technician I,Brandi Clark,MSC,Active,Contract,Zone C,Temporary,Unk,,Production       ,General - Con,4/5/1998,MA,Foreman,Female,44418,Hispanic,Married,Exceeds,3,3414,6/2/2023,5,2,4,23-Jul-23,Project Management,External,Incomplete,East Adam,Eric Vaughn,2,616.09
Julien,Cisneros,9-Sep-22,16-Mar-23,Production Technician I,Jerry Johnson,TNS,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,Lay focus soldier federal short.,Production       ,Splicing,14-10-1974,MA,Driver,Male,23971,Hispanic,Widowed,Fully Meets,3,3415,8/6/2023,2,5,1,16-Sep-22,Leadership Development,Internal,Completed,Fredericktown,Laura Hanson,4,103.35
Aron,Waters,2-Oct-20,,Production Technician I,Amanda Fisher,BPC,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Finance & Accounting,18-12-1992,MA,Director,Male,46381,Asian,Married,Fully Meets,2,3416,26-08-2022,1,2,1,18-Feb-23,Leadership Development,External,Incomplete,Vaughnchester,Chad Gutierrez,5,488.05
Brayden,Singh,7-Feb-22,,Production Technician I,Clayton Davis,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Splicing,26-09-2000,MA,Splicer,Female,71282,Other,Widowed,Fully Meets,1,3417,21-05-2023,2,5,5,10-Mar-23,Project Management,External,Incomplete,Perrytown,Justin Stone,5,906.21
Karma,Palmer,14-Oct-22,,Production Technician I,Nicholas Price,EW,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Con,12/8/1996,MA,Coordinator,Female,40277,Asian,Widowed,Fully Meets,4,3418,26-06-2023,5,3,4,15-Jun-23,Technical Skills,Internal,Completed,Christinaburgh,Kenneth Parker,4,397.08
Stanley,Reyes,14-Oct-19,,Production Technician I,Miss Sandra Mckinney,MSC,Active,Contract,Zone C,Temporary,Unk,,Production       ,General - Con,5/12/1952,MA,Foreman,Female,39578,Black,Divorced,Fully Meets,2,3419,25-11-2022,2,5,2,18-May-23,Project Management,External,Passed,South Davidfort,Joan Reeves,3,999.72
Levi,Hayden,10-Oct-20,5-Aug-22,Production Technician I,Lynn Smith,NEL,Active,Contract,Zone A,Full-Time,Voluntary,Reason stock professional clear allow two town.,Production       ,Field Operations,10/8/1944,MA,Laborer,Female,18079,Other,Married,Fully Meets,2,3420,8/3/2023,2,3,3,15-Dec-22,Project Management,External,Passed,North Christophermouth,Jeremy Andrews,2,489.02
Brenden,Leach,9-May-22,8-Sep-22,Production Technician I,Donna Lawson,PL,Active,Part-Time,Zone A,Part-Time,Retirement,Man the newspaper performance.,Production       ,Wireless,11/6/1959,MA,Foreman,Female,57340,Other,Divorced,Fully Meets,1,3421,15-02-2023,5,4,2,22-Jan-23,Customer Service,External,Passed,Greeneside,Martin Ross,1,786.71
Jakobe,Erickson,22-Jun-22,7-Aug-22,Production Technician I,Bethany Carter,PYZ,Leave of Absence,Part-Time,Zone C,Part-Time,Retirement,In forget fast.,Production       ,Engineers,23-06-1998,MA,Model Assistant,Female,44500,Other,Widowed,Fully Meets,3,3422,8/6/2023,1,1,3,13-Mar-23,Communication Skills,Internal,Failed,Alyssaview,Paul Davis,1,707.96
Adyson,Strickland,28-Dec-20,,Production Technician I,Caroline Harris,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,10/6/2001,MA,Engineer,Male,35444,Black,Widowed,Fully Meets,3,3423,19-09-2022,4,5,3,14-Oct-22,Technical Skills,External,Completed,Kramerbury,David Matthews,1,439.65
Annabel,Wilkins,9-Dec-20,4-Aug-22,Production Technician I,Mr. James Castillo,TNS,Voluntarily Terminated,Contract,Zone B,Temporary,Involuntary,Smile high bar white spend forget choice near.,Production       ,Wireline Construction,27-01-1997,MA,Laborer,Male,6608,White,Single,Fully Meets,2,3424,14-03-2023,2,4,5,18-Aug-22,Project Management,Internal,Completed,Lozanoburgh,Julie Bell,5,981.13
Kendra,Braun,28-May-19,23-Oct-21,Production Technician I,Michael Woods,WBL,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Fine expect election either turn.,Production       ,Aerial,28-05-1954,MA,Foreman,Female,3807,Hispanic,Divorced,Fully Meets,2,3425,25-12-2022,5,2,3,19-May-23,Technical Skills,External,Completed,Hughesburgh,Paige Figueroa,3,184.27
Chace,Kerr,27-Apr-22,,Production Technician I,Javier Mccall,BPC,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,11/9/1990,MA,Warehouse Technician,Female,57487,White,Married,Fully Meets,2,3426,24-08-2022,1,3,2,2-May-23,Leadership Development,Internal,Failed,North Joshuatown,Joel Brooks,5,675.37
Kayley,Romero,12-Aug-18,13-Jun-22,IT Support,Michael Webb,MSC,Active,Part-Time,Zone B,Part-Time,Resignation,Partner performance newspaper sense all where.,IT/IS,Wireless,16-09-1942,MA,Laborer,Female,58630,White,Divorced,PIP,4,2228,20-01-2023,3,2,2,21-Feb-23,Technical Skills,External,Passed,Pamelaport,Joseph Mays,3,713.03
Terrell,Crosby,18-Feb-22,,Production Technician I,Christina Powell,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,27-12-1991,MA,Lineman,Female,12740,Black,Divorced,Needs Improvement,3,1617,8/2/2023,5,1,2,6-Feb-23,Leadership Development,Internal,Completed,New Hannah,George Stevenson,3,586.5
Monica,Pham,4-Aug-22,,IT Manager - Support,Jesse Archer,PYZ,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Field Operations,8/12/1949,CT,Driller,Female,47299,Other,Married,Fully Meets,4,2244,1/3/2023,4,2,1,14-Dec-22,Leadership Development,Internal,Passed,Nelsonstad,Carrie Thompson,2,804.01
Ramon,Fleming,22-Jul-21,,Production Technician I,Chad Ramirez,SVG,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Eng,24-05-1999,MA,Drafter,Male,65321,Asian,Single,Fully Meets,3,3678,20-11-2022,3,4,4,6-Sep-22,Customer Service,Internal,Incomplete,Jillside,David Underwood,2,288.16
Braeden,Moss,19-Aug-21,25-May-23,Production Technician I,Lynn Beasley DVM,TNS,Terminated for Cause,Part-Time,Zone A,Full-Time,Involuntary,Democrat stage daughter any own whom.,Production       ,Finance & Accounting,13-01-1948,MA,Intern,Male,6449,Hispanic,Widowed,Fully Meets,4,2932,28-04-2023,4,4,3,17-May-23,Communication Skills,External,Completed,Simpsonland,Alex Scott,2,275.36
Skye,Cochran,9-Aug-20,6-Nov-22,Production Technician I,Jenna Martin,MSC,Active,Part-Time,Zone C,Temporary,Retirement,Night office challenge several many.,Production       ,General - Eng,18-05-1994,MA,Technician,Female,53393,Other,Married,Fully Meets,3,1544,20-06-2023,5,1,5,23-Oct-22,Communication Skills,Internal,Passed,Burkeport,Kelly Bennett,3,811.24
Jayleen,Tran,8-Jul-19,,Production Technician I,Elizabeth Kaufman,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Aerial,16-09-1958,MA,Laborer,Female,4188,White,Widowed,Exceeds,3,1838,1/7/2023,2,1,1,14-Jan-23,Communication Skills,External,Incomplete,Collinsshire,Kimberly Richardson,5,582.7
London,Bautista,18-Oct-22,10-Jan-23,Software Engineering Manager,Caroline Brooks,CCDR,Active,Contract,Zone B,Part-Time,Resignation,Actually not sell one.,Software Engineering,Finance & Accounting,26-08-1994,MA,Svp,Female,61856,Black,Divorced,Fully Meets,4,2540,16-04-2023,3,4,4,12-Oct-22,Project Management,Internal,Failed,Victortown,James Gibson,2,602.26
Axel,Higgins,2-Jan-19,6-Dec-22,IT Support,Paul Smith,NEL,Active,Part-Time,Zone B,Part-Time,Resignation,Try crime reach magazine their grow feeling.,IT/IS,Yard (Material Handling),11/10/1993,MA,Associate,Male,45952,Hispanic,Divorced,Fully Meets,3,3835,1/10/2022,5,3,1,5-Nov-22,Customer Service,External,Failed,Howardland,Austin Todd,3,439.63
Efrain,Underwood,4-Oct-22,,Production Technician II,Michael Smith,NEL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,26-07-1968,MA,Laborer,Female,88958,Asian,Single,Fully Meets,1,3006,28-02-2023,3,5,2,13-May-23,Communication Skills,External,Passed,Port Jaredfort,Shannon Turner,3,415.18
Jaime,Greer,16-Jun-20,13-Aug-21,Area Sales Manager,Hannah Rose,WBL,Active,Part-Time,Zone C,Full-Time,Involuntary,Region hit sense national about.,Sales,Field Operations,4/2/1984,ID,Technician,Male,47652,Black,Married,Fully Meets,1,2681,22-07-2023,3,3,3,26-Jan-23,Leadership Development,Internal,Completed,Sarahshire,Cassandra Davis,1,318.38
Sarai,Stone,2-Aug-22,2-Apr-23,Area Sales Manager,Madison Wilson,NEL,Active,Contract,Zone A,Part-Time,Involuntary,Somebody great could yet.,Sales,Project Management - Con,17-05-1962,TX,Technician,Female,96336,Hispanic,Widowed,Fully Meets,2,3479,3/11/2022,4,4,4,18-Jan-23,Communication Skills,Internal,Passed,Stephanieburgh,Michael Dixon,3,443.45
Yadira,Mcmillan,28-Mar-19,17-Oct-20,Software Engineer,Amy Bell,PL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Guy ten dream. Thing he care series.,Software Engineering,Field Operations,23-06-1968,MA,Laborer,Male,30139,Black,Married,Fully Meets,3,1071,15-05-2023,1,2,2,16-Mar-23,Communication Skills,Internal,Completed,Johnport,Amanda Medina,5,234.26
Kimberly,Horn,25-Apr-23,15-Jun-23,Production Technician II,Steven Kennedy,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Ago determine fact itself. Act employee but.,Production       ,General - Con,20-01-1985,MA,Laborer,Female,46637,Asian,Single,Needs Improvement,5,2190,31-03-2023,5,2,3,29-Apr-23,Technical Skills,Internal,Completed,Lake Elizabeth,Patricia King,2,623.98
Marianne,Eaton,19-Jan-21,11-Sep-22,Production Technician I,John Lutz,PYZ,Voluntarily Terminated,Contract,Zone C,Part-Time,Voluntary,Subject network inside.,Production       ,General - Sga,10/9/1961,MA,Administrator,Female,2343,White,Single,Fully Meets,4,3203,11/11/2022,4,4,2,1-Sep-22,Project Management,External,Passed,Port Nicole,Joan Roach,2,317.06
Rhys,Lawson,14-Jan-19,,Sr. Network Engineer,Lisa Mills,WBL,Active,Part-Time,Zone B,Temporary,Unk,,Admin Offices,Engineers,20-02-1960,MA,Engineer,Male,93156,White,Single,Fully Meets,3,1327,23-03-2023,5,3,4,2-Jul-23,Leadership Development,Internal,Passed,Abbottton,Belinda Gonzalez,3,609.01
Brenden,Marks,13-May-19,,Production Technician I,Kevin Rodriguez,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,2/2/1985,MA,Tower Hand,Female,92438,Hispanic,Divorced,Fully Meets,3,1500,24-07-2023,1,4,4,12-Jan-23,Technical Skills,Internal,Passed,New Kathrynchester,Ashley Robbins DDS,2,916.73
Eugene,Pena,7-Mar-21,31-Aug-21,Sr. Network Engineer,Ruben Cook,BPC,Leave of Absence,Contract,Zone B,Part-Time,Resignation,Issue teacher page true relate. Fight out learn.,IT/IS,Engineers,22-06-1943,CT,Engineer,Female,88656,Other,Divorced,Fully Meets,3,3899,4/2/2023,4,5,4,23-Sep-22,Customer Service,Internal,Failed,Singletonborough,Laura Hahn,2,662.56
